time,phase,pos_x,pos_y,yaw_deg,speed_kph,vx_body,vy_body,yaw_rate_dps,throttle,brake,steer_deg,gear,rpm,fz_fl,fz_fr,fz_rl,fz_rr,sr_fl,sr_fr,sr_rl,sr_rr,sa_fl_deg,sa_fr_deg,sa_rl_deg,sa_rr_deg,fx_fl,fx_fr,fx_rl,fx_rr,fy_fl,fy_fr,fy_rl,fy_rr,lat_accel_g
23.3000,trail_brake,222.5086,198.8075,131.5965,70.8879,19.7102,-0.1023,1.4737,0.0000,0.2500,0.0857,2,3892.3249,3743.6844,4072.8822,2794.1178,3123.3156,0.0210,-0.0480,-0.0108,-0.0135,-0.2611,-0.2606,-0.4517,-0.4504,1361.7628,-2986.2051,-608.1888,-830.5297,254.2778,273.7369,284.1265,314.9226,0.0819
23.4000,trail_brake,221.2119,200.2773,131.7507,70.2703,19.5374,-0.0839,1.0333,0.0000,0.2500,0.0429,2,3860.1706,3798.0711,4058.7335,2808.2665,3068.9289,0.0230,-0.0481,-0.0102,-0.0131,-0.1912,-0.1909,-0.3703,-0.3694,1499.7854,-2979.8989,-581.8717,-792.6971,194.2277,205.4377,234.2583,253.6979,0.0646
23.5000,trail_brake,219.9220,201.7301,131.8624,69.6540,19.3651,-0.0671,0.6069,0.0000,0.2500,0.0000,2,3828.0223,3849.0763,4044.4399,2822.5601,3017.9237,0.0247,-0.0483,-0.0097,-0.0127,-0.1249,-0.1247,-0.2934,-0.2928,1624.1141,-2975.2789,-553.9505,-759.0235,136.1323,141.5649,186.0180,197.0742,0.0482
23.6000,trail_brake,218.6400,203.1670,131.9349,69.0387,19.1933,-0.0510,0.2497,0.0000,0.2500,0.0000,2,3795.8588,3892.7553,4032.8545,2834.1455,2974.2447,0.0263,-0.0486,-0.0090,-0.0124,-0.0958,-0.0956,-0.2213,-0.2210,1732.0287,-2977.5494,-524.1696,-730.4795,105.6130,108.2192,139.4765,144.9634,0.0363
23.7000,trail_brake,217.3669,204.5889,131.9799,68.4238,19.0219,-0.0357,0.0271,0.0000,0.2500,0.0000,2,3763.2647,3920.0681,4026.3453,2840.6547,2946.9319,0.0275,-0.0493,-0.0085,-0.0122,-0.0641,-0.0640,-0.1610,-0.1609,1814.4220,-2996.9102,-498.9952,-714.0916,77.8675,78.9960,98.5520,101.2256,0.0260
23.8000,trail_brake,216.1034,205.9964,132.0083,67.8095,18.8508,-0.0240,-0.1127,0.0000,0.2500,0.0000,2,3730.2584,3936.5148,4022.4214,2844.5786,2930.4852,0.0285,-0.0502,-0.0081,-0.0121,-0.0370,-0.0369,-0.1167,-0.1166,1881.1325,-3026.5743,-479.0281,-707.6898,52.7084,53.0955,67.3524,68.7506,0.0176
23.9000,trail_brake,214.8500,207.3902,132.0263,67.1960,18.6802,-0.0157,-0.2035,0.0000,0.2500,0.0000,2,3697.0225,3946.6320,4020.0445,2846.9555,2920.3680,0.0295,-0.0513,-0.0078,-0.0122,-0.0169,-0.0169,-0.0863,-0.0863,1938.4916,-3061.5932,-462.0575,-707.3827,33.7225,33.7620,45.3821,46.2148,0.0116
24.0000,trail_brake,213.6073,208.7705,132.0377,66.5832,18.5098,-0.0102,-0.2639,0.0000,0.2500,0.0000,2,3663.6630,3952.9122,4018.6402,2848.3598,2914.0878,0.0304,-0.0525,-0.0075,-0.0123,-0.0030,-0.0030,-0.0663,-0.0662,1989.7741,-3099.2573,-446.5567,-711.1876,20.5009,20.3786,30.5506,31.1351,0.0075
24.1000,trail_brake,212.3753,210.1377,132.0449,65.9712,18.3397,-0.0066,-0.3050,0.0000,0.2500,0.0000,2,3630.2398,3956.7962,4017.8535,2849.1465,2910.2038,0.0312,-0.0538,-0.0072,-0.0124,0.0064,0.0064,-0.0535,-0.0534,2036.8381,-3138.0089,-431.4821,-718.1621,11.6617,11.4612,20.7915,21.2692,0.0048
24.2000,trail_brake,211.1545,211.4919,132.0494,65.3600,18.1698,-0.0043,-0.3339,0.0000,0.2500,0.0000,2,3596.7888,3959.1604,4017.4586,2849.5414,2907.8396,0.0320,-0.0550,-0.0069,-0.0126,0.0128,0.0128,-0.0455,-0.0455,2080.8053,-3176.9268,-416.0316,-727.9026,5.8883,5.6463,14.4853,14.9199,0.0030
24.3000,trail_brake,209.9447,212.8334,132.0522,64.7497,18.0002,-0.0028,-0.3548,0.0000,0.2500,0.0000,2,3563.3325,3960.5534,4017.3114,2849.6886,2906.4466,0.0328,-0.0564,-0.0066,-0.0129,0.0171,0.0170,-0.0407,-0.0407,2122.3812,-3215.4633,-399.5070,-740.3349,2.1701,1.9029,10.4714,10.8921,0.0019
24.4000,trail_brake,208.7462,214.1622,132.0539,64.1402,17.8309,-0.0019,-0.3708,0.0000,0.2500,0.0000,2,3529.8850,3961.3233,4017.3206,2849.6794,2905.6767,0.0335,-0.0577,-0.0063,-0.0132,0.0200,0.0200,-0.0381,-0.0381,2162.0215,-3253.2979,-381.2257,-755.6304,-0.2047,-0.4902,7.9542,8.3753,0.0011
24.5000,trail_brake,207.5590,215.4783,132.0549,63.5315,17.6618,-0.0014,-0.3838,0.0000,0.2500,0.0000,2,3496.4548,3961.6906,4017.4307,2849.5693,2905.3094,0.0343,-0.0591,-0.0059,-0.0135,0.0221,0.0221,-0.0368,-0.0368,2200.0287,-3290.2509,-360.4492,-774.1827,-1.7169,-2.0178,6.4023,6.8313,0.0007
24.6000,trail_brake,206.3830,216.7819,132.0556,62.9236,17.4929,-0.0010,-0.3951,0.0000,0.2500,0.0000,2,3463.0465,3961.7932,4017.6095,2849.3905,2905.2068,0.0350,-0.0605,-0.0054,-0.0140,0.0238,0.0237,-0.0364,-0.0364,2236.6091,-3326.2310,-336.3157,-796.6174,-2.6835,-2.9988,5.4673,5.9087,0.0004
24.7000,trail_brake,205.2183,218.0729,132.0559,62.3166,17.3242,-0.0008,-0.4055,0.0000,0.2500,0.0000,2,3429.6610,3961.7150,4017.8414,2849.1586,2905.2850,0.0358,-0.0619,-0.0049,-0.0145,0.0251,0.0251,-0.0366,-0.0366,2271.9092,-3361.2014,-307.7715,-823.8250,-3.3101,-3.6399,4.9238,5.3806,0.0002
24.8000,trail_brake,204.0648,219.3513,132.0561,61.7104,17.1558,-0.0007,-0.4158,0.0000,0.2500,0.0000,2,3396.2963,3961.5043,4018.1222,2848.8778,2905.4957,0.0365,-0.0633,-0.0043,-0.0152,0.0262,0.0262,-0.0372,-0.0372,2306.0382,-3395.1601,-273.5049,-857.0020,-3.7289,-4.0741,4.6280,5.1030,0.0001
24.9000,trail_brake,202.9226,220.6173,132.0562,61.1050,16.9876,-0.0006,-0.4264,0.0000,0.2500,0.0000,2,3362.9463,3961.1853,4018.4563,2848.5437,2905.8147,0.0372,-0.0647,-0.0035,-0.0160,0.0274,0.0273,-0.0381,-0.0381,2339.0820,-3428.1265,-231.9065,-897.6725,-4.0244,-4.3863,4.4896,4.9857,0.0001
25.0000,trail_brake,201.7917,221.8708,132.0562,60.5004,16.8197,-0.0006,-0.4379,0.0000,0.2500,0.0000,2,3329.6005,3960.7668,4018.8533,2848.1467,2906.2332,0.0379,-0.0662,-0.0026,-0.0170,0.0285,0.0284,-0.0393,-0.0393,2371.1111,-3460.1319,-181.1205,-947.6248,-4.2503,-4.6310,4.4528,4.9732,0.0000
