time,phase,pos_x,pos_y,yaw_deg,speed_kph,vx_body,vy_body,yaw_rate_dps,throttle,brake,steer_deg,gear,rpm,fz_fl,fz_fr,fz_rl,fz_rr,sr_fl,sr_fr,sr_rl,sr_rr,sa_fl_deg,sa_fr_deg,sa_rl_deg,sa_rr_deg,fx_fl,fx_fr,fx_rl,fx_rr,fy_fl,fy_fr,fy_rl,fy_rr,lat_accel_g
0.0000,accel,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1000,accel,0.0002,0.0000,0.0000,0.0240,0.0054,0.0000,0.0000,0.0667,0.0000,0.0000,1,1000.0000,3757.5847,3757.5847,3109.4153,3109.4153,-0.0000,-0.0000,0.0019,0.0019,0.0000,0.0000,0.0000,0.0000,-0.4773,-0.4773,111.6453,111.6453,0.0000,0.0000,0.0000,0.0000,0.0000
0.2000,accel,0.0021,0.0000,0.0000,0.1166,0.0296,0.0000,0.0000,0.1333,0.0000,0.0000,1,1000.0000,3733.1586,3733.1586,3133.8414,3133.8414,-0.0001,-0.0001,0.0041,0.0041,0.0000,0.0000,0.0000,0.0000,-5.3605,-5.3605,243.0948,243.0948,0.0000,0.0000,0.0000,0.0000,0.0000
0.3000,accel,0.0076,0.0000,0.0000,0.2745,0.0719,0.0000,0.0000,0.2000,0.0000,0.0000,1,1000.0000,3708.6333,3708.6333,3158.3667,3158.3667,-0.0001,-0.0001,0.0062,0.0062,0.0000,0.0000,0.0000,0.0000,-7.5172,-7.5172,372.9169,372.9169,0.0000,0.0000,0.0000,0.0000,0.0000
0.4000,accel,0.0185,0.0000,0.0000,0.5515,0.1264,0.0000,0.0000,0.2667,0.0000,0.0000,1,1000.0000,3888.3341,3888.3341,2978.6659,2978.6659,0.0015,0.0015,0.0519,0.0519,0.0000,0.0000,0.0000,0.0000,55.4685,55.4685,2193.1196,2193.1196,0.0000,0.0000,0.0000,0.0000,0.0000
0.5000,accel,0.0361,0.0000,0.0000,0.8681,0.2027,0.0000,0.0000,0.3333,0.0000,0.0000,1,1000.0000,3336.5736,3336.5736,3530.4264,3530.4264,-0.0016,-0.0016,0.1120,0.1120,0.0000,0.0000,0.0000,0.0000,-152.2193,-152.2193,3383.1146,3383.1146,0.0000,0.0000,0.0000,0.0000,0.0000
0.6000,accel,0.0628,0.0000,0.0000,1.2327,0.3217,0.0000,0.0000,0.4000,0.0000,0.0000,1,1000.0000,2524.0611,2524.0611,4342.9389,4342.9389,-0.5340,-0.5340,0.3428,0.3428,0.0000,0.0000,0.0000,0.0000,-2449.9266,-2449.9266,4188.4965,4188.4965,0.0000,0.0000,0.0000,0.0000,0.0000
0.7000,accel,0.1012,0.0000,0.0000,1.6834,0.4460,0.0000,0.0000,0.4667,0.0000,0.0000,1,1000.0000,2513.4536,2513.4536,4353.5464,4353.5464,-0.5007,-0.5007,0.1432,0.1432,0.0000,0.0000,0.0000,0.0000,-2448.8453,-2448.8453,4265.4212,4265.4212,0.0000,0.0000,0.0000,0.0000,0.0000
0.8000,accel,0.1521,0.0000,0.0000,2.1284,0.5707,0.0000,0.0000,0.5333,0.0000,0.0000,1,1000.0000,2527.3561,2527.3561,4339.6439,4339.6439,-0.4255,-0.4255,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,-2485.0511,-2485.0511,4212.7180,4212.7180,0.0000,0.0000,0.0000,0.0000,0.0000
0.9000,accel,0.2155,0.0000,0.0000,2.6122,0.7059,0.0000,0.0000,0.6000,0.0000,0.0000,1,1112.3319,2503.2991,2503.2991,4363.7009,4363.7009,-0.7699,-0.7699,0.7108,0.7108,0.0000,0.0000,0.0000,0.0000,-2373.3892,-2373.3892,4029.0358,4029.0358,0.0000,0.0000,0.0000,0.0000,0.0000
1.0000,accel,0.2954,0.0000,0.0000,3.0067,0.9054,0.0000,0.0000,0.6667,0.0000,0.0000,1,1000.0000,2505.5390,2505.5390,4361.4610,4361.4610,-0.2536,-0.2536,-0.0529,-0.0529,0.0000,0.0000,0.0000,0.0000,-2524.8389,-2524.8389,-3376.4116,-3376.4116,0.0000,0.0000,0.0000,0.0000,0.0000
1.1000,accel,0.3948,0.0000,0.0000,3.9871,1.0555,0.0000,0.0000,0.7333,0.0000,0.0000,1,1000.0000,4146.2151,4146.2151,2720.7849,2720.7849,0.0238,0.0238,0.1896,0.1896,0.0000,0.0000,0.0000,0.0000,1692.6722,1692.6722,2679.4147,2679.4147,0.0000,0.0000,0.0000,0.0000,0.0000
1.2000,accel,0.5133,0.0000,0.0000,4.5640,1.2772,0.0000,0.0000,0.8000,0.0000,0.0000,1,1057.6528,3780.1993,3780.1993,3086.8007,3086.8007,-0.4646,-0.4646,0.5171,0.5171,0.0000,0.0000,0.0000,0.0000,-3698.8086,-3698.8086,2909.2014,2909.2014,0.0000,0.0000,0.0000,0.0000,0.0000
1.3000,accel,0.6541,0.0000,0.0000,5.6137,1.4796,0.0000,0.0000,0.8667,0.0000,0.0000,1,1000.0000,3831.3235,3831.3235,3035.6765,3035.6765,0.2488,0.2488,0.2954,0.2954,0.0000,0.0000,0.0000,0.0000,3748.5593,3748.5593,2948.9798,2948.9798,0.0000,0.0000,0.0000,0.0000,0.0000
1.4000,accel,0.8183,0.0000,0.0000,6.2704,1.7362,0.0000,0.0000,0.9333,0.0000,0.0000,1,1000.0000,3788.1344,3788.1344,3078.8656,3078.8656,0.4701,0.4701,-0.1740,-0.1740,0.0000,0.0000,0.0000,0.0000,3590.4780,3590.4780,-3124.7279,-3124.7279,0.0000,0.0000,0.0000,0.0000,0.0000
1.5000,accel,1.0104,0.0000,0.0000,7.6287,2.0394,0.0000,0.0000,1.0000,0.0000,0.0000,1,1015.2897,3492.4004,3492.4004,3374.5996,3374.5996,0.2954,0.2954,0.2572,0.2572,0.0000,0.0000,0.0000,0.0000,3392.7030,3392.7030,3297.5810,3297.5810,0.0000,0.0000,0.0000,0.0000,0.0000
1.6000,accel,1.2352,0.0000,0.0000,8.7159,2.3419,0.0000,0.0000,1.0000,0.0000,0.0000,1,1041.1270,3810.8709,3810.8709,3056.1291,3056.1291,0.4015,0.4015,0.1826,0.1826,0.0000,0.0000,0.0000,0.0000,3644.5514,3644.5514,3010.2421,3010.2421,0.0000,0.0000,0.0000,0.0000,0.0000
1.7000,accel,1.4906,0.0000,0.0000,9.8096,2.6463,0.0000,0.0000,1.0000,0.0000,0.0000,1,2270.5975,3820.1442,3820.1442,3046.8558,3046.8558,0.2257,0.2257,0.5851,0.5851,0.0000,0.0000,0.0000,0.0000,3749.5579,3749.5579,2849.6614,2849.6614,0.0000,0.0000,0.0000,0.0000,0.0000
1.8000,accel,1.7851,0.0000,0.0000,11.1896,3.0884,0.0000,0.0000,1.0000,0.0000,0.0000,1,2139.7552,2502.4010,2502.4010,4364.5990,4364.5990,-0.4143,-0.4143,0.4863,0.4863,0.0000,0.0000,0.0000,0.0000,-2464.0889,-2464.0889,4128.6307,4128.6307,0.0000,0.0000,0.0000,0.0000,0.0000
1.9000,accel,2.1177,0.0000,0.0000,12.7570,3.4635,0.0000,0.0000,1.0000,0.0000,0.0000,1,1678.4480,3460.3410,3460.3410,3406.6590,3406.6590,0.1934,0.1934,0.2642,0.2642,0.0000,0.0000,0.0000,0.0000,3407.0939,3407.0939,3325.3874,3325.3874,0.0000,0.0000,0.0000,0.0000,0.0000
2.0000,accel,2.4896,0.0000,0.0000,14.1568,3.9107,0.0000,0.0000,1.0000,0.0000,0.0000,1,1684.1983,2480.9151,2480.9151,4386.0849,4386.0849,-0.2792,-0.2792,0.1743,0.1743,0.0000,0.0000,0.0000,0.0000,-2490.5972,-2490.5972,4319.8823,4319.8823,0.0000,0.0000,0.0000,0.0000,0.0000
2.1000,accel,2.9026,0.0000,0.0000,15.4604,4.3306,0.0000,0.0000,1.0000,0.0000,0.0000,1,1532.9338,2864.6590,2864.6590,4002.3410,4002.3410,-0.2216,-0.2216,-0.0009,-0.0009,0.0000,0.0000,0.0000,0.0000,-2899.1060,-2899.1060,-127.5681,-127.5681,0.0000,0.0000,0.0000,0.0000,0.0000
2.2000,accel,3.3554,0.0000,0.0000,17.0328,4.6521,0.0000,0.0000,1.0000,0.0000,0.0000,1,2807.2929,3601.0394,3601.0394,3265.9606,3265.9606,0.2162,0.2162,0.4126,0.4126,0.0000,0.0000,0.0000,0.0000,3538.5412,3538.5412,3118.7021,3118.7021,0.0000,0.0000,0.0000,0.0000,0.0000
2.3000,accel,3.8552,0.0000,0.0000,18.9009,5.1781,0.0000,0.0000,1.0000,0.0000,0.0000,1,2794.1966,3453.1296,3453.1296,3413.8704,3413.8704,0.0614,0.0614,0.3432,0.3432,0.0000,0.0000,0.0000,0.0000,2774.1874,2774.1874,3292.2589,3292.2589,0.0000,0.0000,0.0000,0.0000,0.0000
2.4000,accel,4.4060,0.0000,0.0000,20.7118,5.6967,0.0000,0.0000,1.0000,0.0000,0.0000,1,2442.1683,3466.3436,3466.3436,3400.6564,3400.6564,0.0237,0.0237,0.1732,0.1732,0.0000,0.0000,0.0000,0.0000,1408.7725,1408.7725,3349.1933,3349.1933,0.0000,0.0000,0.0000,0.0000,0.0000
2.5000,accel,5.0052,0.0000,0.0000,22.3534,6.1609,0.0000,0.0000,1.0000,0.0000,0.0000,1,2235.0982,3520.5058,3520.5058,3346.4942,3346.4942,0.0571,0.0571,0.0233,0.0233,0.0000,0.0000,0.0000,0.0000,2730.0944,2730.0944,1338.8955,1338.8955,0.0000,0.0000,0.0000,0.0000,0.0000
2.6000,accel,5.6502,0.0000,0.0000,24.0376,6.6147,0.0000,0.0000,1.0000,0.0000,0.0000,1,2501.9636,3543.3115,3543.3115,3323.6885,3323.6885,0.0499,0.0499,0.0632,0.0632,0.0000,0.0000,0.0000,0.0000,2549.9779,2549.9779,2707.1007,2707.1007,0.0000,0.0000,0.0000,0.0000,0.0000
2.7000,accel,6.3421,0.0000,0.0000,25.7497,7.0894,0.0000,0.0000,1.0000,0.0000,0.0000,1,2725.3516,3460.3643,3460.3643,3406.6357,3406.6357,0.0444,0.0444,0.0783,0.0783,0.0000,0.0000,0.0000,0.0000,2316.4097,2316.4097,3013.4437,3013.4437,0.0000,0.0000,0.0000,0.0000,0.0000
2.8000,accel,7.0828,0.0000,0.0000,27.5332,7.5883,0.0000,0.0000,1.0000,0.0000,0.0000,1,3019.4140,3453.6257,3453.6257,3413.3743,3413.3743,0.0312,0.0312,0.1096,0.1096,0.0000,0.0000,0.0000,0.0000,1778.0266,1778.0266,3260.5830,3260.5830,0.0000,0.0000,0.0000,0.0000,0.0000
2.9000,accel,7.8746,0.0000,0.0000,29.3976,8.1047,0.0000,0.0000,1.0000,0.0000,0.0000,1,3467.1994,3446.8769,3446.8769,3420.1231,3420.1231,0.0316,0.0316,0.1718,0.1718,0.0000,0.0000,0.0000,0.0000,1794.0818,1794.0818,3368.1546,3368.1546,0.0000,0.0000,0.0000,0.0000,0.0000
3.0000,accel,8.7182,0.0000,0.0000,31.2533,8.6203,0.0000,0.0000,1.0000,0.0000,0.0000,1,4768.6875,3474.1674,3474.1674,3392.8326,3392.8326,0.0335,0.0335,0.3595,0.3595,0.0000,0.0000,0.0000,0.0000,1895.7100,1895.7100,3264.0761,3264.0761,0.0000,0.0000,0.0000,0.0000,0.0000
3.1000,accel,9.6124,0.0000,0.0000,33.0524,9.1197,0.0000,0.0000,1.0000,0.0000,0.0000,1,6177.3669,3497.3169,3497.3169,3369.6831,3369.6831,0.0355,0.0355,0.4769,0.4769,0.0000,0.0000,0.0000,0.0000,1993.4574,1993.4574,3191.1560,3191.1560,0.0000,0.0000,0.0000,0.0000,0.0000
3.2000,accel,10.5530,0.0000,0.0000,34.2313,9.5035,0.0000,0.0000,1.0000,0.0000,0.0000,2,1700.1151,3898.4740,3898.4740,2968.5260,2968.5260,0.0728,0.0728,-0.1051,-0.1051,0.0000,0.0000,0.0000,0.0000,3362.7595,3362.7595,-2906.6024,-2906.6024,0.0000,0.0000,0.0000,0.0000,0.0000
3.3000,accel,11.5031,0.0000,0.0000,34.2156,9.4951,0.0000,0.0000,1.0000,0.0000,0.0000,2,1712.6465,3930.4202,3930.4202,2936.5798,2936.5798,0.0924,0.0924,-0.0977,-0.0977,0.0000,0.0000,0.0000,0.0000,3637.9892,3637.9892,-2838.6433,-2838.6433,0.0000,0.0000,0.0000,0.0000,0.0000
3.4000,accel,12.4580,0.0000,0.0000,34.7823,9.6073,0.0000,0.0000,1.0000,0.0000,0.0000,2,2047.2773,4125.7898,4125.7898,2741.2102,2741.2102,0.0361,0.0361,0.0619,0.0619,0.0000,0.0000,0.0000,0.0000,2385.7662,2385.7662,2210.9894,2210.9894,0.0000,0.0000,0.0000,0.0000,0.0000
3.5000,accel,13.4345,0.0000,0.0000,35.5257,9.8447,0.0000,0.0000,1.0000,0.0000,0.0000,2,1939.1577,3817.2503,3817.2503,3049.7497,3049.7497,0.0540,0.0540,-0.0147,-0.0147,0.0000,0.0000,0.0000,0.0000,2874.1046,2874.1046,-874.2406,-874.2406,0.0000,0.0000,0.0000,0.0000,0.0000
3.6000,accel,14.4338,0.0000,0.0000,36.4302,10.0601,0.0000,0.0000,1.0000,0.0000,0.0000,2,2082.1399,3767.4482,3767.4482,3099.5518,3099.5518,0.0760,0.0760,0.0341,0.0341,0.0000,0.0000,0.0000,0.0000,3299.8471,3299.8471,1713.9565,1713.9565,0.0000,0.0000,0.0000,0.0000,0.0000
3.7000,accel,15.4561,0.0000,0.0000,37.2160,10.3013,0.0000,0.0000,1.0000,0.0000,0.0000,2,2062.4089,3731.8070,3731.8070,3135.1930,3135.1930,0.0637,0.0637,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,3049.5265,3049.5265,41.9065,41.9065,0.0000,0.0000,0.0000,0.0000,0.0000
3.8000,accel,16.5018,0.0000,0.0000,38.0485,10.5393,0.0000,0.0000,1.0000,0.0000,0.0000,2,2092.7772,3742.7611,3742.7611,3124.2389,3124.2389,0.0596,0.0596,-0.0067,-0.0067,0.0000,0.0000,0.0000,0.0000,2965.2924,2965.2924,-442.9291,-442.9291,0.0000,0.0000,0.0000,0.0000,0.0000
3.9000,accel,17.5713,0.0000,0.0000,38.9267,10.7776,0.0000,0.0000,1.0000,0.0000,0.0000,2,2168.0811,3867.4540,3867.4540,2999.5460,2999.5460,0.0471,0.0471,0.0062,0.0062,0.0000,0.0000,0.0000,0.0000,2687.1758,2687.1758,308.7489,308.7489,0.0000,0.0000,0.0000,0.0000,0.0000
4.0000,accel,18.6647,0.0000,0.0000,39.7803,11.0185,0.0000,0.0000,1.0000,0.0000,0.0000,2,2196.3433,3750.0959,3750.0959,3116.9041,3116.9041,0.0567,0.0567,-0.0029,-0.0029,0.0000,0.0000,0.0000,0.0000,2898.9935,2898.9935,-217.7360,-217.7360,0.0000,0.0000,0.0000,0.0000,0.0000
4.1000,accel,19.7825,0.0000,0.0000,40.6614,11.2634,0.0000,0.0000,1.0000,0.0000,0.0000,2,2250.0228,3784.4077,3784.4077,3082.5923,3082.5923,0.0510,0.0510,-0.0007,-0.0007,0.0000,0.0000,0.0000,0.0000,2758.0338,2758.0338,-89.0545,-89.0545,0.0000,0.0000,0.0000,0.0000,0.0000
4.2000,accel,20.9248,0.0000,0.0000,41.5539,11.5098,0.0000,0.0000,1.0000,0.0000,0.0000,2,2304.0383,3773.4717,3773.4717,3093.5283,3093.5283,0.0514,0.0514,0.0013,0.0013,0.0000,0.0000,0.0000,0.0000,2762.2027,2762.2027,32.7248,32.7248,0.0000,0.0000,0.0000,0.0000,0.0000
4.3000,accel,22.0921,0.0000,0.0000,42.4581,11.7592,0.0000,0.0000,1.0000,0.0000,0.0000,2,2359.9063,3762.9176,3762.9176,3104.0824,3104.0824,0.0519,0.0519,0.0039,0.0039,0.0000,0.0000,0.0000,0.0000,2770.7733,2770.7733,181.2322,181.2322,0.0000,0.0000,0.0000,0.0000,0.0000
4.4000,accel,23.2845,0.0000,0.0000,43.3740,12.0113,0.0000,0.0000,1.0000,0.0000,0.0000,2,2417.9395,3753.4070,3753.4070,3113.5930,3113.5930,0.0525,0.0525,0.0069,0.0069,0.0000,0.0000,0.0000,0.0000,2782.8714,2782.8714,360.7470,360.7470,0.0000,0.0000,0.0000,0.0000,0.0000
4.5000,accel,24.5024,0.0000,0.0000,44.3014,12.2665,0.0000,0.0000,1.0000,0.0000,0.0000,2,2477.7678,3746.5405,3746.5405,3120.4595,3120.4595,0.0530,0.0530,0.0103,0.0103,0.0000,0.0000,0.0000,0.0000,2792.0763,2792.0763,557.0382,557.0382,0.0000,0.0000,0.0000,0.0000,0.0000
4.6000,accel,25.7461,0.0000,0.0000,45.2387,12.5250,0.0000,0.0000,1.0000,0.0000,0.0000,2,2537.4696,3743.4127,3743.4127,3123.5873,3123.5873,0.0528,0.0528,0.0132,0.0132,0.0000,0.0000,0.0000,0.0000,2783.7785,2783.7785,722.0274,722.0274,0.0000,0.0000,0.0000,0.0000,0.0000
4.7000,accel,27.0160,0.0000,0.0000,46.1856,12.7870,0.0000,0.0000,1.0000,0.0000,0.0000,2,2596.0780,3742.6940,3742.6940,3124.3060,3124.3060,0.0518,0.0518,0.0153,0.0153,0.0000,0.0000,0.0000,0.0000,2752.6568,2752.6568,837.6146,837.6146,0.0000,0.0000,0.0000,0.0000,0.0000
4.8000,accel,28.3123,0.0000,0.0000,47.1432,13.0525,0.0000,0.0000,1.0000,0.0000,0.0000,2,2654.7495,3742.3589,3742.3589,3124.6411,3124.6411,0.0504,0.0504,0.0171,0.0171,0.0000,0.0000,0.0000,0.0000,2709.4688,2709.4688,933.3135,933.3135,0.0000,0.0000,0.0000,0.0000,0.0000
4.9000,accel,29.6353,0.0000,0.0000,48.1123,13.3211,0.0000,0.0000,1.0000,0.0000,0.0000,2,2714.1957,3741.4345,3741.4345,3125.5655,3125.5655,0.0489,0.0489,0.0189,0.0189,0.0000,0.0000,0.0000,0.0000,2661.8099,2661.8099,1025.1796,1025.1796,0.0000,0.0000,0.0000,0.0000,0.0000
5.0000,accel,30.9855,0.0000,0.0000,49.0931,13.5931,0.0000,0.0000,1.0000,0.0000,0.0000,2,2774.5151,3739.5480,3739.5480,3127.4520,3127.4520,0.0475,0.0475,0.0206,0.0206,0.0000,0.0000,0.0000,0.0000,2611.3173,2611.3173,1115.1056,1115.1056,0.0000,0.0000,0.0000,0.0000,0.0000
5.1000,accel,32.3630,0.0000,0.0000,50.0858,13.8685,0.0000,0.0000,1.0000,0.0000,0.0000,2,2835.6800,3736.4686,3736.4686,3130.5314,3130.5314,0.0460,0.0460,0.0223,0.0223,0.0000,0.0000,0.0000,0.0000,2558.0350,2558.0350,1202.4093,1202.4093,0.0000,0.0000,0.0000,0.0000,0.0000
5.2000,accel,33.7683,0.0000,0.0000,51.0905,14.1473,0.0000,0.0000,1.0000,0.0000,0.0000,2,2897.6564,3732.0208,3732.0208,3134.9792,3134.9792,0.0445,0.0445,0.0240,0.0240,0.0000,0.0000,0.0000,0.0000,2501.7648,2501.7648,1286.4540,1286.4540,0.0000,0.0000,0.0000,0.0000,0.0000
5.3000,accel,35.2017,0.0000,0.0000,52.1064,14.4294,0.0000,0.0000,1.0000,0.0000,0.0000,2,2959.5612,3725.5806,3725.5806,3141.4194,3141.4194,0.0431,0.0431,0.0253,0.0253,0.0000,0.0000,0.0000,0.0000,2443.8624,2443.8624,1354.2749,1354.2749,0.0000,0.0000,0.0000,0.0000,0.0000
5.4000,accel,36.6635,0.0000,0.0000,53.1321,14.7143,0.0000,0.0000,1.0000,0.0000,0.0000,2,3021.7712,3717.8589,3717.8589,3149.1411,3149.1411,0.0417,0.0417,0.0266,0.0266,0.0000,0.0000,0.0000,0.0000,2383.8896,2383.8896,1414.7521,1414.7521,0.0000,0.0000,0.0000,0.0000,0.0000
5.5000,accel,38.1539,0.0000,0.0000,54.1656,15.0014,0.0000,0.0000,1.0000,0.0000,0.0000,2,3084.6096,3711.1330,3711.1330,3155.8670,3155.8670,0.0402,0.0402,0.0278,0.0278,0.0000,0.0000,0.0000,0.0000,2320.9656,2320.9656,1474.0001,1474.0001,0.0000,0.0000,0.0000,0.0000,0.0000
5.6000,accel,39.6731,0.0000,0.0000,55.2061,15.2906,0.0000,0.0000,1.0000,0.0000,0.0000,2,3147.8819,3703.1140,3703.1140,3163.8860,3163.8860,0.0387,0.0387,0.0289,0.0289,0.0000,0.0000,0.0000,0.0000,2254.1407,2254.1407,1530.8540,1530.8540,0.0000,0.0000,0.0000,0.0000,0.0000
5.7000,accel,41.2213,0.0000,0.0000,56.2538,15.5819,0.0000,0.0000,1.0000,0.0000,0.0000,2,3211.5924,3693.7832,3693.7832,3173.2168,3173.2168,0.0372,0.0372,0.0301,0.0301,0.0000,0.0000,0.0000,0.0000,2182.9403,2182.9403,1585.5892,1585.5892,0.0000,0.0000,0.0000,0.0000,0.0000
5.8000,accel,42.7988,0.0000,0.0000,57.3087,15.8752,0.0000,0.0000,1.0000,0.0000,0.0000,2,3275.7522,3683.1139,3683.1139,3183.8861,3183.8861,0.0356,0.0356,0.0312,0.0312,0.0000,0.0000,0.0000,0.0000,2106.8640,2106.8640,1638.5546,1638.5546,0.0000,0.0000,0.0000,0.0000,0.0000
5.9000,accel,44.4057,0.0000,0.0000,58.3708,16.1706,0.0000,0.0000,1.0000,0.0000,0.0000,2,3340.3760,3671.0680,3671.0680,3195.9320,3195.9320,0.0340,0.0340,0.0322,0.0322,0.0000,0.0000,0.0000,0.0000,2025.3305,2025.3305,1690.1180,1690.1180,0.0000,0.0000,0.0000,0.0000,0.0000
6.0000,accel,46.0423,0.0000,0.0000,59.4402,16.4681,0.0000,0.0000,1.0000,0.0000,0.0000,2,3405.4807,3657.5887,3657.5887,3209.4113,3209.4113,0.0323,0.0323,0.0333,0.0333,0.0000,0.0000,0.0000,0.0000,1937.6560,1937.6560,1740.6531,1740.6531,0.0000,0.0000,0.0000,0.0000,0.0000
6.1000,accel,47.7087,0.0000,0.0000,60.5170,16.7678,0.0000,0.0000,1.0000,0.0000,0.0000,2,3471.0858,3642.5947,3642.5947,3224.4053,3224.4053,0.0305,0.0305,0.0343,0.0343,0.0000,0.0000,0.0000,0.0000,1843.0231,1843.0231,1790.5365,1790.5365,0.0000,0.0000,0.0000,0.0000,0.0000
6.2000,accel,49.4052,0.0000,0.0000,61.6010,17.0696,0.0000,0.0000,1.0000,0.0000,0.0000,2,3537.2123,3625.9720,3625.9720,3241.0280,3241.0280,0.0287,0.0287,0.0353,0.0353,0.0000,0.0000,0.0000,0.0000,1740.4377,1740.4377,1840.1512,1840.1512,0.0000,0.0000,0.0000,0.0000,0.0000
6.3000,accel,51.1319,0.0000,0.0000,62.6925,17.3735,0.0000,0.0000,1.0000,0.0000,0.0000,2,3603.8836,3607.5651,3607.5651,3259.4349,3259.4349,0.0267,0.0267,0.0363,0.0363,0.0000,0.0000,0.0000,0.0000,1628.6691,1628.6691,1889.8959,1889.8959,0.0000,0.0000,0.0000,0.0000,0.0000
6.4000,accel,52.8892,0.0000,0.0000,63.7914,17.6797,0.0000,0.0000,1.0000,0.0000,0.0000,2,3671.1261,3587.1639,3587.1639,3279.8361,3279.8361,0.0246,0.0246,0.0373,0.0373,0.0000,0.0000,0.0000,0.0000,1506.1701,1506.1701,1940.1997,1940.1997,0.0000,0.0000,0.0000,0.0000,0.0000
6.5000,accel,54.6771,0.0000,0.0000,64.8977,17.9880,0.0000,0.0000,1.0000,0.0000,0.0000,2,3738.9697,3564.4884,3564.4884,3302.5116,3302.5116,0.0223,0.0223,0.0382,0.0382,0.0000,0.0000,0.0000,0.0000,1370.9747,1370.9747,1991.5405,1991.5405,0.0000,0.0000,0.0000,0.0000,0.0000
6.6000,accel,56.4959,0.0000,0.0000,66.0114,18.2986,0.0000,0.0000,1.0000,0.0000,0.0000,2,3807.4489,3539.1719,3539.1719,3327.8281,3327.8281,0.0199,0.0199,0.0392,0.0392,0.0000,0.0000,0.0000,0.0000,1220.5963,1220.5963,2044.4643,2044.4643,0.0000,0.0000,0.0000,0.0000,0.0000
6.7000,accel,58.3458,0.0000,0.0000,67.1325,18.6114,0.0000,0.0000,1.0000,0.0000,0.0000,2,3876.6029,3510.7584,3510.7584,3356.2416,3356.2416,0.0172,0.0172,0.0402,0.0402,0.0000,0.0000,0.0000,0.0000,1052.0264,1052.0264,2099.5870,2099.5870,0.0000,0.0000,0.0000,0.0000,0.0000
6.8000,accel,60.2271,0.0000,0.0000,68.2611,18.9265,0.0000,0.0000,1.0000,0.0000,0.0000,2,3946.4706,3478.7678,3478.7678,3388.2322,3388.2322,0.0142,0.0142,0.0413,0.0413,0.0000,0.0000,0.0000,0.0000,862.2174,862.2174,2157.5165,2157.5165,0.0000,0.0000,0.0000,0.0000,0.0000
6.9000,accel,62.1399,0.0000,0.0000,69.3969,19.2438,0.0000,0.0000,1.0000,0.0000,0.0000,2,4016.7755,3443.1399,3443.1399,3423.8601,3423.8601,0.0109,0.0109,0.0423,0.0423,0.0000,0.0000,0.0000,0.0000,650.4355,650.4355,2215.9529,2215.9529,0.0000,0.0000,0.0000,0.0000,0.0000
7.0000,accel,64.0845,0.0000,0.0000,70.5381,19.5629,0.0000,0.0000,1.0000,0.0000,0.0000,2,4087.2173,3406.2826,3406.2826,3460.7174,3460.7174,0.0074,0.0074,0.0432,0.0432,0.0000,0.0000,0.0000,0.0000,426.7261,426.7261,2272.1522,2272.1522,0.0000,0.0000,0.0000,0.0000,0.0000
7.1000,accel,66.0610,0.0000,0.0000,71.6843,19.8831,0.0000,0.0000,1.0000,0.0000,0.0000,2,4157.8216,3370.9926,3370.9926,3496.0074,3496.0074,0.0042,0.0042,0.0440,0.0440,0.0000,0.0000,0.0000,0.0000,216.8701,216.8701,2325.3370,2325.3370,0.0000,0.0000,0.0000,0.0000,0.0000
7.2000,accel,68.0695,0.0000,0.0000,72.8363,20.2045,0.0000,0.0000,1.0000,0.0000,0.0000,2,4228.1399,3343.9431,3343.9431,3523.0569,3523.0569,0.0018,0.0018,0.0447,0.0447,0.0000,0.0000,0.0000,0.0000,63.2079,63.2079,2367.9594,2367.9594,0.0000,0.0000,0.0000,0.0000,0.0000
7.3000,accel,70.1101,0.0000,0.0000,73.9944,20.5268,0.0000,0.0000,1.0000,0.0000,0.0000,2,4297.9133,3328.8346,3328.8346,3538.1654,3538.1654,0.0006,0.0006,0.0452,0.0452,0.0000,0.0000,0.0000,0.0000,-13.9771,-13.9771,2395.9538,2395.9538,0.0000,0.0000,0.0000,0.0000,0.0000
7.4000,accel,72.1830,0.0000,0.0000,75.1581,20.8502,0.0000,0.0000,1.0000,0.0000,0.0000,2,4367.3850,3322.2454,3322.2454,3544.7546,3544.7546,0.0002,0.0002,0.0456,0.0456,0.0000,0.0000,0.0000,0.0000,-38.8948,-38.8948,2413.6060,2413.6060,0.0000,0.0000,0.0000,0.0000,0.0000
7.5000,accel,74.2883,0.0000,0.0000,76.3268,21.1748,0.0000,0.0000,1.0000,0.0000,0.0000,2,4436.9399,3318.9823,3318.9823,3548.0177,3548.0177,0.0001,0.0001,0.0460,0.0460,0.0000,0.0000,0.0000,0.0000,-44.0947,-44.0947,2427.2497,2427.2497,0.0000,0.0000,0.0000,0.0000,0.0000
