time,phase,pos_x,pos_y,yaw_deg,speed_kph,vx_body,vy_body,yaw_rate_dps,throttle,brake,steer_deg,gear,rpm,fz_fl,fz_fr,fz_rl,fz_rr,sr_fl,sr_fr,sr_rl,sr_rr,sa_fl_deg,sa_fr_deg,sa_rl_deg,sa_rr_deg,fx_fl,fx_fr,fx_rl,fx_rr,fy_fl,fy_fr,fy_rl,fy_rr,lat_accel_g,susp_defl_fl_mm,susp_defl_fr_mm,susp_defl_rl_mm,susp_defl_rr_mm,susp_vel_fl,susp_vel_fr,susp_vel_rl,susp_vel_rr,roll_deg,pitch_deg,fz_total,understeer_deg,fc_util_fl,fc_util_fr,fc_util_rl,fc_util_rr,radius_m,yaw_rate_ref_dps,ke_total_kj,energy_engine_kj,energy_drag_kj,energy_brake_kj,energy_tire_loss_kj,energy_body_kj,integrator_err_kj
1.0000,accel,0.2946,0.0000,0.0000,3.0683,0.8929,0.0000,0.0000,0.6667,0.0000,0.0000,1,1000.0000,3499.5456,3499.5456,3362.0324,3362.0324,0.0009,0.0009,-0.1604,-0.1604,0.0000,0.0000,0.0000,0.0000,4.5038,4.5038,-3415.3979,-3415.3979,0.0000,0.0000,0.0000,0.0000,0.0000,-4.8857,-4.8857,12.4150,12.4150,-33.1541,-33.1541,-22.2598,-22.2598,0.0000,-0.3813,13723.1560,0.0000,0.0013,0.0013,1.0159,1.0159,0.0000,0.0000,0.6416,1.2670,0.0000,0.0000,0.8762,0.3907,-0.2509
1.1000,accel,0.3927,0.0000,0.0000,3.8232,1.0864,0.0000,0.0000,0.7333,0.0000,0.0000,1,1000.0000,3484.7002,3484.7002,3377.5840,3377.5840,0.0227,0.0227,-0.2469,-0.2469,0.0000,0.0000,0.0000,0.0000,1360.5244,1360.5244,-3412.3943,-3412.3943,0.0000,0.0000,0.0000,0.0000,0.0000,-6.3405,-6.3405,13.1249,13.1249,-27.0202,-27.0202,-22.9109,-22.9109,0.0000,-0.4290,13724.5684,0.0000,0.3904,0.3904,1.0103,1.0103,0.0000,0.0000,0.9165,1.8191,0.0001,0.0000,1.1644,0.6546,-0.2619
1.2000,accel,0.5107,0.0000,0.0000,4.5109,1.2893,0.0000,0.0000,0.8000,0.0000,0.0000,1,1000.0000,2594.8268,2594.8268,4276.5038,4276.5038,-0.2095,-0.2095,-0.0035,-0.0035,0.0000,0.0000,0.0000,0.0000,-2703.0249,-2703.0249,-340.2362,-340.2362,0.0000,0.0000,0.0000,0.0000,0.0000,-6.6951,-6.6951,14.2607,14.2607,-278.7573,-278.7573,316.0915,316.0915,0.0000,-0.4618,13742.6613,0.0000,1.0417,1.0417,0.0796,0.0796,0.0000,0.0000,1.2459,2.3888,0.0002,0.0000,1.4459,0.9427,-0.3031
1.3000,accel,0.6511,0.0000,0.0000,5.3253,1.4874,0.0000,0.0000,0.8667,0.0000,0.0000,1,1299.0558,3740.6227,3740.6227,3124.2835,3124.2835,-0.4472,-0.4472,0.5647,0.5647,0.0000,0.0000,0.0000,0.0000,-3637.1160,-3637.1160,2956.8393,2956.8393,0.0000,0.0000,0.0000,0.0000,0.0000,-6.9010,-6.9010,13.4947,13.4947,70.0850,70.0850,-97.9889,-97.9889,0.0000,-0.4495,13729.8124,0.0000,0.9723,0.9723,0.9464,0.9464,0.0000,0.0000,1.7310,3.1533,0.0003,0.0000,1.7931,1.3598,-0.3711
1.4000,accel,0.8155,0.0000,0.0000,6.4559,1.7154,0.0000,0.0000,0.9333,0.0000,0.0000,1,1334.7540,3807.4555,3807.4555,3058.0755,3058.0755,0.3556,0.3556,0.5200,0.5200,0.0000,0.0000,0.0000,0.0000,3626.7828,3626.7828,2915.2345,2915.2345,0.0000,0.0000,0.0000,0.0000,0.0000,-6.8863,-6.8863,14.0574,14.0574,96.6278,96.6278,-120.9710,-120.9710,0.0000,-0.4615,13731.0618,0.0000,0.9525,0.9525,0.9533,0.9533,0.0000,0.0000,2.4060,4.4972,0.0005,0.0000,2.4448,2.0519,-0.3541
1.5000,accel,1.0091,0.0000,0.0000,7.4706,1.9984,0.0000,0.0000,1.0000,0.0000,0.0000,1,1581.7078,4943.3175,4943.3175,1935.6239,1935.6239,0.4605,0.4605,0.5398,0.5398,0.0000,0.0000,0.0000,0.0000,4520.4915,4520.4915,1928.5350,1928.5350,0.0000,0.0000,0.0000,0.0000,0.0000,-7.1700,-7.1700,15.2104,15.2104,553.7482,553.7482,-449.9735,-449.9735,0.0000,-0.4932,13757.8829,0.0000,0.9145,0.9145,0.9963,0.9963,0.0000,0.0000,3.3514,6.2128,0.0009,0.0000,3.4277,2.7842,-0.5671
1.6000,accel,1.2350,0.0000,0.0000,8.8325,2.4351,0.0000,0.0000,1.0000,0.0000,0.0000,1,1043.8402,2574.1851,2574.1851,4297.2731,4297.2731,-0.4848,-0.4848,0.1562,0.1562,0.0000,0.0000,0.0000,0.0000,-2584.9758,-2584.9758,4129.5001,4129.5001,0.0000,0.0000,0.0000,0.0000,0.0000,-13.4498,-13.4498,20.6906,20.6906,-236.5861,-236.5861,259.7246,259.7246,0.0000,-0.7523,13742.9164,0.0000,1.0042,1.0042,0.9610,0.9610,0.0000,0.0000,4.3441,8.0906,0.0014,0.0000,4.1260,3.9632,-0.3809
1.7000,accel,1.4943,0.0000,0.0000,9.9947,2.6977,0.0000,0.0000,1.0000,0.0000,0.0000,1,1629.6466,3666.8775,3666.8775,3200.2050,3200.2050,0.3209,0.3209,0.4053,0.4053,0.0000,0.0000,0.0000,0.0000,3524.5403,3524.5403,3080.8812,3080.8812,0.0000,0.0000,0.0000,0.0000,0.0000,-11.3981,-11.3981,18.1755,18.1755,85.2603,85.2603,-110.0507,-110.0507,0.0000,-0.6517,13734.1651,0.0000,0.9612,0.9612,0.9627,0.9627,0.0000,0.0000,5.6996,10.4120,0.0022,0.0000,5.2871,5.1227,-0.5770
1.8000,accel,1.7893,0.0000,0.0000,11.3547,3.1380,0.0000,0.0000,1.0000,0.0000,0.0000,1,1935.4012,2616.4023,2616.4023,4255.5451,4255.5451,-0.4995,-0.4995,0.4220,0.4220,0.0000,0.0000,0.0000,0.0000,-2618.6595,-2618.6595,3971.0162,3971.0162,0.0000,0.0000,0.0000,0.0000,0.0000,-15.3493,-15.3493,22.4689,22.4689,-211.1204,-211.1204,224.9042,224.9042,0.0000,-0.8334,13743.8949,0.0000,1.0009,1.0009,0.9331,0.9331,0.0000,0.0000,7.4061,13.6570,0.0034,0.0000,6.9881,6.6655,-0.7405
1.9000,accel,2.1250,0.0000,0.0000,12.8508,3.5179,0.0000,0.0000,1.0000,0.0000,0.0000,1,1381.8912,3509.7600,3509.7600,3359.5185,3359.5185,0.0200,0.0200,0.0942,0.0942,0.0000,0.0000,0.0000,0.0000,1217.5706,1217.5706,3129.3849,3129.3849,0.0000,0.0000,0.0000,0.0000,0.0000,-16.1303,-16.1303,21.8589,21.8589,69.4349,69.4349,-91.1637,-91.1637,0.0000,-0.8372,13738.5570,0.0000,0.3469,0.3469,0.9315,0.9315,0.0000,0.0000,9.1931,16.3185,0.0052,0.0000,7.7091,8.6042,-0.5889
